m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2004,2.9865,10^9 m3/year,E,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2005,3.032,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2006,3.0775,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2007,3.123,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2008,3.1685,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2009,3.214,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2010,3.2595,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2011,3.305,10^9 m3/year,E,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2012,3.39732,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2013,3.48964,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2014,3.58196,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2015,3.67428,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2016,3.7666,10^9 m3/year,A,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2017,3.616,10^9 m3/year,A,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2018,3.8447,10^9 m3/year,A,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2019,3.8402,10^9 m3/year,A,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2020,3.5874,10^9 m3/year,A,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2021,3.5874,10^9 m3/year,I,false
788,Water use,Water withdrawal by sector,Total water withdrawal,Tunisia,2022,3.5874,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2000,2.9041,10^9 m3/year,E,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2001,3.063066667,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2002,3.222033333,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2003,3.381,10^9 m3/year,E,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2004,3.6895,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2005,3.998,10^9 m3/year,E,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2006,4.091315213,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2007,4.184630425,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2008,4.277945638,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2009,4.371260851,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2010,4.464576064,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2011,4.557891276,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2012,4.651206489,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2013,4.744521702,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2014,4.837836915,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2015,4.931152127,10^9 m3/year,I,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2016,5.02446734,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2017,5.001771428,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2018,5.088497164,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2019,5.0331498,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2020,4.981312345,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2021,4.90069042,10^9 m3/year,A,false
784,Water use,Water withdrawal by sector,Total water withdrawal,United Arab Emirates,2022,4.817699469,10^9 m3/year,A,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2000,3.4,10^9 m3/year,E,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2001,3.433,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2002,3.466,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2003,3.499,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2004,3.532,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2005,3.565,10^9 m3/year,E,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2006,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2007,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2008,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2009,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2010,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2011,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2012,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2013,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2014,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2015,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2016,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2017,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2018,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2019,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2020,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2021,3.565,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Total water withdrawal,Yemen,2022,3.565,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2000,182.827804545,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2001,185.890185409,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2002,190.880210256,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2003,195.707392879,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2004,200.23990376,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2005,204.472298433,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2006,208.376950231,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2007,211.843426349,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2008,214.816061179,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2009,217.401664538,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2010,219.74326718,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2011,221.891910541,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2012,223.794369923,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2013,228.075554028,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2014,232.053551154,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2015,235.734908324,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2016,244.255174835,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2017,250.951689065,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2018,252.268152859,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2019,253.688613188,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2020,255.301229907,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2021,237.281930902,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Total water withdrawal per capita,Algeria,2022,241.020873032,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2000,517.43036087,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2001,500.185286372,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2002,470.294146552,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2003,440.540580518,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2004,417.552432948,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2005,397.109013628,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2006,378.857191221,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2007,362.482595686,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2008,347.781536024,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2009,334.770775416,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2010,331.927535524,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2011,339.0837191,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2012,341.736019277,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2013,335.766994453,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2014,326.465820872,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2015,313.437739568,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2016,303.860369725,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2017,293.118397835,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2018,290.059066816,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2019,292.393330955,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2020,292.904549123,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2021,289.259830439,m3/inhab/year,E,false
48,Water use,Water withdrawal by sector,Total water withdrawal per capita,Bahrain,2022,283.28113109,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2000,934.55023176,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2001,927.905120971,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2002,921.311583052,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2003,914.66608561,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2004,908.182200726,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2005,901.961706911,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2006,896.247144044,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2007,890.998617938,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2008,885.81129571,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2009,880.326397554,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2010,874.477970285,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2011,786.558282119,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2012,776.075817391,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2013,765.732501337,m3/inhab/year,E,false
818,Water use,Water withdrawal by sector,Total water withdrawal per capita,Egypt,2014,753.624673217,m3/inhab/year,E,false
