m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2001,86.328858091,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2002,86.275626424,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2003,86.223844966,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2004,86.173455251,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2005,86.124401914,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2006,86.076632488,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2007,86.030097217,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2008,85.984748882,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2009,85.940542646,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2010,85.897435897,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2011,84.996510817,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2012,85.062240664,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2013,85.068493151,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2014,84.829931973,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2015,84.370771313,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2016,84.271186441,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2017,79.161290323,%,E,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2018,79.161290323,%,I,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2019,79.161290323,%,I,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2020,79.161290323,%,I,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2021,79.161290323,%,I,false
818,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Egypt,2022,79.161290323,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2000,93.785310735,%,E,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2001,93.366778149,%,E,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2002,92.95929593,%,E,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2003,92.562432139,%,E,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2004,92.175777063,%,E,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2005,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2006,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2007,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2008,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2009,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2010,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2011,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2012,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2013,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2014,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2015,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2016,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2017,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2018,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2019,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2020,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2021,92.175777063,%,I,false
364,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iran (Islamic Republic of),2022,92.175777063,%,I,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2000,78.787878788,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2001,79.354120267,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2002,79.95412844,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2003,80.591016548,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2004,81.268292683,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2005,81.989924433,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2006,82.760416667,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2007,83.58490566,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2008,84.469273743,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2009,85.420289855,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2010,86.445783132,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2011,87.554858934,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2012,88.758169935,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2013,90.068259386,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2014,91.5,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2015,91.494845361,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2016,91.49156939,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2017,87.81054098,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2018,91.480488531,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2019,78.117273048,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2020,72.570045735,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2021,73.470205544,%,E,false
368,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Iraq,2022,73.470205544,%,I,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2000,66.217870257,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2001,63.577023499,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2002,64.383561644,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2003,62.935323383,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2004,62.906976744,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2005,64.95908173,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2006,64.122137405,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2007,63.197424893,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2008,61.853448276,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2009,57.937427578,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2010,56.103023516,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2011,56.93471249,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2012,54.416961131,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2013,53.385127636,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2014,53.467670938,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2015,51.032565528,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2016,53.127095106,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2017,52.372817008,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2018,52.248234857,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2019,51.645457343,%,E,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2020,51.645457343,%,I,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2021,51.645457343,%,I,false
400,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Jordan,2022,51.645457343,%,I,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2000,53.592805455,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2001,53.734898515,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2002,53.865527814,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2003,53.644745196,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2004,53.438346528,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2005,53.244970486,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2006,53.932508284,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2007,54.600118483,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2008,55.24865508,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2009,55.87892396,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2010,56.491686242,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2011,57.087661338,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2012,57.667529777,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2013,58.231935796,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2014,58.781489724,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2015,59.316770186,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2016,60.509127449,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2017,62.272,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2018,62.272,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2019,62.272,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2020,62.272,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2021,62.272,%,E,false
414,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Kuwait,2022,62.272,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2000,64.200976971,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2001,63.334280034,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2002,62.436768319,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2003,61.506768687,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2004,60.54248464,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2005,59.541984733,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2006,56.639765224,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2007,53.95480226,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2008,51.463580667,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2009,49.14586071,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2010,46.984126984,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2011,44.963144963,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2012,43.069601428,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2013,41.291810842,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2014,39.619473979,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2015,38.043478261,%,E,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2016,38.043478261,%,I,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2017,38.043478261,%,I,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2018,38.043478261,%,I,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2019,38.043478261,%,I,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2020,38.043478261,%,I,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2021,38.043478261,%,I,false
422,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Lebanon,2022,38.043478261,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2000,82.84789644,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2001,82.84789644,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2002,82.84789644,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2003,82.84789644,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2004,82.84789644,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2005,82.84789644,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2006,82.904875203,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2007,82.958812355,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2008,83.009945114,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2009,83.058486653,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2010,83.104629077,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2011,83.148545955,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2012,83.190394511,%,E,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2013,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2014,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2015,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2016,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2017,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2018,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2019,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2020,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2021,83.190394511,%,I,false
434,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Libya,2022,83.190394511,%,I,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2000,93.679740195,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2001,93.07809908,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2002,92.42413957,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2003,91.710727086,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2004,90.92936803,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2005,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2006,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2007,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2008,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2009,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2010,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2011,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2012,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2013,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2014,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2015,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2016,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2017,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2018,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2019,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2020,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2021,90.579173456,%,E,false
478,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Mauritania,2022,90.579173456,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2000,87.311657415,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2001,80.443423404,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2002,74.581533477,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2003,75.787389503,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2004,77.089597114,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2005,78.500185057,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2006,80.03327128,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2007,81.705537095,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2008,83.536836626,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2009,85.550988808,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2010,87.776819097,%,E,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2011,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2012,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2013,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2014,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2015,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2016,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2017,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2018,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2019,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2020,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2021,87.776819097,%,I,false
504,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Morocco,2022,87.776819097,%,I,false
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2000,87.239266196,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2001,86.309695258,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2002,85.423426002,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2003,85.471888333,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2004,85.519677411,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2005,85.566807168,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2006,85.664228663,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2007,85.760392116,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2008,85.855321739,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2009,85.949041127,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2010,86.041573275,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2011,85.478335153,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2012,85.704068354,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2013,85.787380172,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2014,85.731454621,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2015,85.550121701,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2016,85.27384525,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2017,82.084081499,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2018,82.143403696,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2019,82.165768969,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2020,82.173789212,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2021,82.36054569,%,E,true
15,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Northern Africa,2022,82.344999128,%,E,true
275,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Palestine,2000,60,%,E,false
275,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Palestine,2001,59.856630824,%,E,false
275,Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Palestine,2002,51.401869159,%,E,false
